cat,index,name,price
Средства защиты,138-0032-01,Строп страховочный MILLER МЕ-82 МАНИАРД 1005318,3694.58
Средства защиты,131-0257-01,Щиток электросварщика РОСОМЗ ПРЕМЬЕР ФАВОРИТ НН-10-С-8 51368,386.45
Средства защиты,132-0102-01,Наушники противошумные 3M PELTOR ОПТИМ I H510B-403-GU,2521.66
Средства защиты,133-0213-01,Полумаска фильтрующая (респиратор) 3M VFlex 9152,42.48
Средства защиты,138-0003-01,Строп страховочный MILLER ТИТАН 1013431,2961.8
Средства защиты,131-0201-01,Очки I-SPECTOR ФИННЕЙ,487.93
Средства защиты,131-0260-01,Щиток электросварщика РОСОМЗ ПРЕМЬЕР ФАВОРИТ 51366 НН-10 ЛИН.С6,386.45
Средства защиты,132-0100-01,Наушники противошумные 3M PELTOR ОПТИМ I складное оголовье H510F-404-GU,2429.03
Средства защиты,133-0106-01,Маска полная (респиратор)  SPIROTEK FM9500 мт. силикон больш.,9034.08
Средства защиты,138-0015-01,Десандер MILLER ИНДИ 1032022 (1004253),11867.26
Средства защиты,130-0058-01,Каска РОСОМЗ СОМЗ-55 ФАВОРИТ ТЕРМО 76517,982.94
Средства защиты,133-0215-01,Маска полная (респиратор) SPIROTEK FM7000,9581.6
Средства защиты,138-0096-01,Захват ARX Z-1,5049.22
Средства защиты,131-0366-01,Очки JSP СТЕЛС 9000,617.73
Средства защиты,130-0054-02,Каска РОСОМЗ СОМЗ-55 ФАВОРИТ ТЕРМО,982.94
Средства защиты,131-0138-01,Комплект 3M SPEEDGLAS из 2 -х батареек 422000,578.2
Средства защиты,138-0117-01,Захват ARX,5763.71
Средства защиты,130-0087-01,Каска TEMPEX МАГНУМ,5298.2
Средства защиты,131-0286-01,Защита от искр 3M SPEEDGLAS 836000,1069.67
Средства защиты,133-0105-01,Маска полная (респиратор)  SPIROTEK FM9000 мт. химостойкий мат Scott Procomp® средн.,8897.2
Средства защиты,131-0426-02,Очки JSP СТЕЛС 16Г,215.35
Средства защиты,138-0146-01,Линия анкерная ARX Z-3 вертикальная,3659.18
Средства защиты,133-0369-01,Маска полная UNIX 5100,2607.8
Средства защиты,130-0062-03,Каска JSP ЭВО 3 шахтерская,1189.44
Средства защиты,131-0228-01,Пластина защитная 3M SPEEDGLAS фронтальная 9100 532000,3560.65
Средства защиты,138-0096-02,Захват ARX Z-2,4806.73
Средства защиты,133-0311-01,Маска полная UNIX 5000,2010.72
Средства защиты,131-0426-01,Очки JSP СТЕЛС 16Г,215.35
Средства защиты,133-0136-01,Маска МАГ к ППФ,2064.41
Средства защиты,138-0095-01,Линия анкерная ARX LA-1,13476.78
Средства защиты,131-0426-04,Очки JSP СТЕЛС 16Г,215.35
Средства защиты,131-0317-01,Линзы сменные 3M SPEEDGLAS 171020,3143.52
Средства защиты,133-0087-01,Маска ППМ-88 к ППФ,1204.78
Средства защиты,131-0426-03,Очки JSP СТЕЛС 16Г покрытие KN,427.16
Средства защиты,138-0151-01,Штанга ARX SHT-1 телескопическая,14388.92
Средства защиты,130-0025-14,Каска JSP МК7 ШАХТЕРСКАЯ,1070.85
Средства защиты,131-0033-03,Очки JSP СТЕЛС 7000,253.11
Средства защиты,131-0297-01,Линза 3M SPEEDGLAS корректирующие 171022,3052.07
Средства защиты,133-0091-02,Маска ШМП к ППФ,1186.49
Средства защиты,138-0152-01,Штанга ARX SHT-2 телескопическая,3127
Средства защиты,131-0232-01,Накладка на оголовье 3M SPEEDGLAS 9100 168015,1990.66
Средства защиты,133-0102-01,Противогаз ГП-7,4417.33
Средства защиты,138-0160-01,Насадка ARX на штангу телескопическую SHT-3,4391.37
Средства защиты,130-0057-01,Каска JSP МК7 ШАХТЕРСКАЯ,1189.44
Средства защиты,131-0224-01,Оголовье 3M SPEEDGLAS 9100 533000,6167.86
Средства защиты,133-0056-01,Патрон 3M P3 6035,473.18
Средства защиты,138-0144-01,Карабин ARX К-5 для штанги телескопической,15893.42
Средства защиты,131-0099-01,Очки JSP встраиваемые для каски Мк7,259.6
Средства защиты,133-0097-01,Патрон 3M A1 6051,493.83
Средства защиты,138-0041-01,Крюк-карабин MILLER ГО-60 1018972,4709.38
Средства защиты,133-0101-01,Патрон 3M K1 6054,627.76
Средства защиты,138-0106-01,Карабин MILLER ЗИКРАЛ 1018968,1845.52
Средства защиты,131-0411-01,Очки РОСОМЗ ХАММЕР АКТИВ О 15,168.74
Средства защиты,131-0028-02,Очки РОСОМЗ УНИВЕРСАЛ ТИТАН О37,98.53
Средства защиты,133-0086-01,Патрон 3M A2 6055,577.02
Средства защиты,138-0082-01,Карабин MILLER СИ ЭС 20 1018960,539.26
Средства защиты,133-0071-01,Патрон 3M ABE1 6057,668.47
Средства защиты,138-0094-02,Карабин ARX K-2,933.38
Средства защиты,130-0040-02,Каска РОСОМЗ СОМЗ-55 ХАММЕР шахтерская,203.55
Средства защиты,131-0028-01,Очки РОСОМЗ УНИВЕРСАЛ ТИТАН О37,98.53
Средства защиты,133-0069-01,Патрон 3M ABEK1 6059,764.05
Средства защиты,138-0094-03,Карабин ARX K-3,1272.63
Средства защиты,131-0009-01,Очки РОСОМЗ УНИВЕРСАЛ ТИТАН О37,98.53
Средства защиты,138-0116-01,Карабин ARX,352.23
Средства защиты,138-0094-04,Карабин ARX K-4,695.02
Средства защиты,133-0230-01,Патрон 3M HG 6096,1889.77
Средства защиты,131-0452-01,"Очки РОСОМЗ О37 УНИВЕРСАЛ ТИТАН (2-1,2 PС) 13730",175.82
Средства защиты,131-0010-01,Очки РОСОМЗ СПЕКТР О2,161.66
Спецобувь,122-0012-01,Сапоги РАНГ АРКТИК,4493.44
Спецобувь,122-0079-01,Ботинки ФОРВЕЛД 3 КПТ (Р),2569.45
Спецобувь,123-0008-01,Сапоги пвх РЫБАЦКИЕ 162,898.57
Спецобувь,120-0179-01,Ботинки ТОФФ БЕРКУТ с выс. берцами,1404.2
Спецобувь,120-0181-01,Сандалии PANDA ТОП КЛАССИК 71570 S1 P,5027.39
Спецобувь,122-0026-01,Сапоги Трейл ГРАНД МПН,3840.31
Спецобувь,123-0015-01,Сапоги резиновые формовые,463.15
Спецобувь,120-0160-01,Полуботинки PANDA ТОП ТРЕККИНГ 8038 S3,4534.74
Спецобувь,123-0006-01,Сапоги резиновые РЫБАЦКИЕ,891.49
Спецобувь,120-0162-01,Сандалии PANDA САНИТАРИ 31170 S1,3203.11
Спецобувь,123-0001-02,Сапоги резиновые С350-МТЗ,421.26
Спецобувь,122-0082-01,Сапоги Трейл ГРАНД МПШ,2611.93
Спецобувь,120-0156-01,Полуботинки PANDA ТОП ТРЕККИНГ 82572 S3,4915.29
Спецобувь,120-0095-01,Сандалии PANDA САНИТАРИ 3116 S1,2454.99
Спецобувь,122-0063-01,Сапоги ФОРВЕЛД 5 КПТ (Р),3159.45
Спецобувь,120-0059-01,Ботинки РАНГ S1,2611.93
Спецобувь,120-0125-01,Полуботинки PANDA СТРОНГ ПРОФЕССИОНАЛ 96670 S1,2909.88
Спецобувь,123-0007-01,Сапоги пвх,392.94
Спецобувь,121-0013-01,Ботинки ТОФФ СВАРЩИК МП,1811.3
Спецобувь,123-0003-01,Боты диэлектрические 4101-ФТ,772.31
Спецобувь,122-0059-01,Сапоги ФОРВЕЛД 2 КПН (Р),4198.44
Спецобувь,122-0078-01,Ботинки ТОФФ ВЯТКА Ш кожаные,1362.31
Спецобувь,120-0109-01,Полуботинки HECKEL ФОКУС ПЕРФО,3819.07
Спецобувь,122-0064-01,Ботинки ТОФФ БЕРКУТ И с выс.берцами,1537.54
Спецобувь,122-0018-01,Сапоги ПОЛЯРНИК,2471.51
Спецобувь,122-0047-01,Сапоги WORKLOAD САЛЕХАРД с чулком,5605
Спецобувь,120-0073-01,Полуботинки M&G СИДНЕЙ,3103.4
Спецобувь,122-0048-01,Сапоги WORKLOAD УРЕНГОЙ с чулком,5687.6
Спецобувь,121-0063-01,Ботинки высокие ЭТНА М S1,3496.34
Спецобувь,120-0043-01,Ботинки,3187.77
Спецобувь,122-0005-02,Полусапоги войлочные (шерстяные),575.84
Спецобувь,122-0028-01,Ботинки войлочные (шерстяные),554.6
Спецобувь,120-0009-01,Сапоги юфть-кирза,1375.88
Спецобувь,121-0066-01,Сапоги 10099,2709.87
Спецобувь,121-0067-01,Сапоги 1447,2555.88
Спецобувь,122-0008-01,Унты меховые,6453.42
Спецобувь,121-0068-01,Ботинки 1397,1994.2
Спецобувь,122-0015-01,Ботинки РАНГ ПОЛЯРИС,3524.66
Спецобувь,122-0071-01,Ботинки Трейл ЛЕДИ ВИНТЕР КПН с выс. берцами,2878.61
Спецобувь,122-0051-01,Ботинки высокие PANDA ТОП КЛАССИК с натуральным мехом 70597 S3,9539.71
Спецобувь,120-0165-01,Ботинки ФОРВЕЛД 1 КПТ(Р) с выс. берцами,2639.66
Спецобувь,120-0218-01,Ботинки HECKEL АЛЬФА ПРО,5885.84
Спецобувь,120-0040-01,Ботинки HECKEL ФЛАГ ТИТАН,4790.8
Спецобувь,120-0157-01,Ботинки PANDA ТОП ТРЕККИНГ 89572 S3,4727.08
Спецобувь,120-0161-01,Ботинки PANDA ТОП ТРЕККИНГ 8538 S3,4632.09
Спецобувь,121-0001-01,Ботинки HECKEL АСФАЛЬТ МАСТЕР,5201.44
Спецобувь,122-0001-01,Сапоги M&G ЯМАЛ-2 с чулком с вкладным чулком,6277.01
Спецобувь,123-0016-01,Сапоги пвх СТАЛЬ 200ДЖ,716.26
Спецобувь,120-0065-01,Сапоги Нокиан ЕВРОЛОГЕР,7161.42
Спецобувь,121-0003-01,Сапоги Нокиан ФАЕРСЕЙФ,7231.63
Спецобувь,124-0013-01,Насадка АНТИЛЕД,314.47
Спецобувь,124-0016-01,Стельки PANDA гигиенические обрезные SOT48,194.11
Спецобувь,122-0074-01,Ботинки PANDA СТРОНГ ПРОФЕССИОНАЛ 99990 S3 CI SRC,3316.39
Спецобувь,122-0083-01,Ботинки Трейл ЛЕДИ ФРИЗ КПШ,1825.46
Спецобувь,121-0077-01,Ботинки ФОРВЕЛД СВАРЩИК 6 КП,2583.61
Спецобувь,122-0076-01,Сапоги ПОЛИВЕР ВИНТЕР,8425.2
Спецобувь,120-0203-01,Туфли САБО 0101-11,2282.12
Спецобувь,121-0084-01,Ботинки СВАРЩИК М.1398,3566.55
Спецобувь,120-0199-01,Туфли мужские с перфорацией 8128-00100,1193.57
Спецобувь,121-0071-01,Ботинки HECKEL МАКСОЛЬ 1.0 FXH,5612.08
Средства защиты,131-0444-01,Очки 3M СОЛУС S1201SGAF-EU,1246.67
Средства защиты,131-0040-04,Очки 3M PELTOR МАКСИМ,1192.98
Средства защиты,131-0223-01,Пластина защитная 3M SPEEDGLAS внутренняя 9100X 528015,2333.45
Средства защиты,133-0007-01,Полумаска фильтрующая Ф-62Ш,387.63
Средства защиты,133-0206-02,Крем защитный Safe and Care ОЙЛ гидрофил. действия для кожи рук и лица,620.68
Средства защиты,138-0157-01,Строп удерживающий ARX SUL-1,2323.42
Средства защиты,132-0139-01,Наушники противошумные 3M PELTOR ПРО ТАК III MT13H221A,11993.52
Средства защиты,131-0040-01,Очки 3M PELTOR МАКСИМ,1106.84
Средства защиты,131-0229-01,Пластина защитная 3M SPEEDGLAS внутренняя 9100V 528005,2071.49
Средства защиты,133-0067-01,Фильтр Ф-62Ш,56.05
Средства защиты,133-0207-02,Крем защитный Safe and Care АКВА гидрофоб.действия для кожи рук и лица,650.18
Средства защиты,138-0158-01,Строп удерживающий ARX SUL-2,1426.62
Средства защиты,132-0142-01,Наушники противошумные 3M PELTOR ПРО ТАК III MT13H221P3E на каску,11993.52
Средства защиты,132-0140-01,Наушники противошумные 3M PELTOR ПРО ТАК III SLIM MT13H220A,11993.52
Средства защиты,131-0244-04,Пластина защитная 3M SPEEDGLAS внутренняя 9000 428010,1594.77
Средства защиты,133-0208-02,Крем защитный Safe and Care КОМБИ универсал.действия для кожи рук и лица,650.18
Средства защиты,138-0129-01,Строп страховочный ARX SSDO-3 огнеупорный,5282.86
Средства защиты,133-0310-01,Маска тепловая п/м арт.ТМ 2.1,2183.59
Средства защиты,132-0141-01,Наушники противошумные 3M PELTOR ПРО ТАК III SLIM MT13H220P3E на каску,11993.52
Средства защиты,133-0209-02,Паста Safe and Care СТРОНГ для очистки рук от устойчивых загрязнений,410.05
Средства защиты,138-0128-01,Строп страховочный ARX SSO-3 огнеупорный,4022.62
Средства защиты,132-0124-01,Наушники противошумные 3M PELTOR Тактикал XP гарнитура J11 на каску,46689.06
Средства защиты,131-0433-01,Очки 3M СЕКЬЮРЕФИТ SF402AF-EU,585.28
Средства защиты,130-0024-05,Каска 3M PELTOR G2000,1830.18
Средства защиты,133-0093-01,Полумаска (респиратор) 3M 7502,2243.18
Средства защиты,133-0210-02,Крем Safe and Care ПАНТЕВИТ восстанавливающий с вит.для кожи рук и лица,696.2
Средства защиты,138-0127-01,Строп удерживающий ARX SUO-2 огнеупорный,3218.45
Средства защиты,132-0123-01,Наушники противошумные 3M PELTOR ТАКТИКАЛ ХР MT1H7F2-07,46689.06
Средства защиты,131-0409-01,Пластина защитная упак. ЗЕВС ПРОФИ наружная,842.52
Средства защиты,131-0433-02,Очки 3M СЕКЬЮРЕФИТ SF403AF-EU,585.28
Средства защиты,133-0212-01,Мыло Safe and Care СОАП жидкое от легких произв.загряз.,341.02
Средства защиты,132-0118-01,Наушники противошумные 3M PELTOR ЛАЙТ КОМ МТ53Н7А4400-ЕU,55334.92
Средства защиты,131-0407-01,Пластина защитная упак. ЗЕВС ПРОФИ внутренняя,444.86
Средства защиты,138-0081-01,Устройство блокирующее MILLER ТУРБОЛАЙТ 1018015,14056.16
Средства защиты,131-0433-03,Очки 3M СЕКЬЮРЕФИТ SF401AF-EU,561.68
Средства защиты,133-0211-01,Крем защитный Safe and Care ФРОСТ от обморожения и обветривания,116.82
Средства защиты,138-0025-02,Устройство блокирующее MILLER ФАЛЬКОН 1011742,38443.22
Средства защиты,131-0374-01,Очки 3M СЕКЬЮРЕФИТ SF202AF-EU,492.65
Средства защиты,131-0408-01,Пластина защитная упак. ЗЕВС МАСТЕР наружная,565.81
Средства защиты,132-0119-01,Наушники противошумные 3M PELTOR ЛАЙТ КОМ МТ53Н7Р3Е4400-EU,55334.92
Средства защиты,133-0096-01,Полумаска (респиратор) 3M 6200,1321.6
Средства защиты,138-0079-01,Устройство блокирующее MILLER ФАЛЬКОН 1011750,48199.46
Средства защиты,137-0061-01,Спрей-дезодорант Safe and Care СТЕП для ног,96.76
Средства защиты,131-0375-01,Очки 3M СЕКЬЮРЕФИТ SF203AF-EU,492.65
Средства защиты,131-0406-01,Пластина защитная упак. ЗЕВС МАСТЕР внутренняя,444.86
Средства защиты,132-0116-01,Наушники противошумные 3M PELTOR ЛАЙТ КОМ ПЛЮС PMR MT7H7А4410-EU,86219.06
Средства защиты,138-0029-01,Устройство блокирующее MILLER ФАЛЬКОН АТЕКС 1017921,53482.32
Средства защиты,137-0052-01,Жидкость Safe and Care АНТИСЕПТ 100мл с антибактер.эффектом,73.16
Средства защиты,131-0373-01,Очки 3M СЕКЬЮРЕФИТ SF201AF-EU,483.8
Средства защиты,130-0092-02,Каска 3M H-700N с храп. и вент.,968.78
Средства защиты,131-0418-01,Пластина защитная 3M SPEEDGLAS наружная 10 126000,764.64
Средства защиты,132-0117-01,Наушники противошумные 3M PELTOR ЛАЙТ КОМ ПЛЮС PMR MT7H7P3E4410-EU на каску,86219.06
Средства защиты,131-0043-01,Очки 3M PELTOR ЛЕД ЛАЙТ ВИЖН,1875.61
Средства защиты,132-0109-01,Наушники противошумные EAR DEFENDER ГРИН,1189.44
Средства защиты,137-0051-01,"Крем защитный Safe and Care САН от УФ излучения диапаз.А, В и С",158.71
Средства защиты,138-0205-01,Линия анкерная 3M DBI-SALA 7605061 EZ-line,157212.58
Средства защиты,132-0108-01,Наушники противошумные EAR DEFENDER ГРИН крепление,1344.02
Средства защиты,137-0060-01,Крем Safe and Care ИНСЕКТ 200мл для защиты от насекомых,177
Средства защиты,130-0100-01,Каска РОСОМЗ СОМЗ 55 ФАВОРИТ РАПИД,365.21
Средства защиты,133-0290-02,Полумаска 3M 6502QL,2243.18
Средства защиты,134-0077-01,Система DRAEGER BODYGUARD 7000,
Средства защиты,134-0080-01,Тройник DRAEGER АРТ.3337660 для 2-х баллонов,
Средства защиты,134-0082-01,Устройство DRAEGER MERLIN АРТ.3358410 контрольное,
Средства защиты,134-0081-01,Устройство DRAEGER RESCUE HOOD АРТ.3354982 спасательное,
Средства защиты,134-0084-01,Шлем DRAEGER HPS 7000 АРТ.400-110 пожарного,
Средства защиты,134-0078-01,Тепловизор DRAEGER UCF 6000 АРТ. 8321127 с частотой 9 Гц,
Средства защиты,134-0079-01,Тепловизор DRAEGER UCF 7000 АРТ.8321126 с частотой 9 Гц,
Средства защиты,137-0003-03,Гель DEB STOKO ШТОКОСЕПТ ГЕЛЬ антибактериальный,242.49
Средства защиты,134-0059-01,Адаптер DRAEGER АРТ.8318588 калибр.для PAC,
Средства защиты,134-0060-01,Адаптер DRAEGER АРТ.8318752 калибр.для X-AM,
Средства защиты,134-0075-01,Насос DRAEGER АРТ.8319400 электрический,
Средства защиты,134-0083-01,Фильтр DRAEGER АРТ.8313648 для пробоотбора,
Средства защиты,134-0065-01,Газоанализатор DRAEGER PAC 3500 O2 АРТ.8322005,
Средства защиты,134-0066-01,Газоанализатор DRAEGER PAC 7000 АРТ.8318677,
Средства защиты,134-0067-01,Газоанализатор DRAEGER X-AM 2500 АРТ.8323900,
Средства защиты,134-0068-01,Газоанализатор DRAEGER X-AM 5600 АРТ.8321050,
Средства защиты,134-0069-01,Газоанализатор DRAEGER АРТ.8317400 X-am 7000,
Средства защиты,134-0070-01,Зонд DRAEGER АРТ.6807097 плавающий,
Средства защиты,134-0071-01,Зонд DRAEGER АРТ.8319533 телескопический,
Средства защиты,130-0077-01,Каска UVEX ФЕОС B-WR 9772.030 с храповиком,1585.92
Средства защиты,137-0065-01,Мыло Safe and Care СОАП жидкое,71.39
Средства защиты,137-0092-01,Паста Safe and Care СУПЕР загрязнений,123.31
Средства защиты,137-0093-01,Шампунь-гель Safe and Care ФОАМ,128.03
Средства защиты,134-0048-01,Газоанализатор SCOTT ПРОТЕЖЕ ZM на H2S АРТ.2030370,
Средства защиты,137-0088-01,Крем защитный DEB STOKO НАША ФОРМУЛА 1 гидрофобный,862.58
Средства защиты,139-0037-01,Лента противоскользящая 3M 7000145698,6301.79
Средства защиты,137-0090-01,Гель DEB STOKO НАША ФОРМУЛА 2 д/очист.от лег.загрязнений,90.27
Средства защиты,137-0089-01,Гель DEB STOKO ФРАПАНТОЛ кремообраз. д/очист.от лег.загрязнений,293.82
Средства защиты,137-0091-01,Крем DEB STOKO НАША ФОРМУЛА 1 универсальный,929.25
Средства защиты,137-0094-01,Аэрозоль Safe and Care репелентный от комаров,98.53
Средства защиты,137-0082-01,Крем Safe and Care КОМФОРТ 100мл для сниж.потоотделения,114.46
Средства защиты,134-0113-01,Газоанализатор MSA AUER АЛЬТАИР 2Х на H2S АРТ.10154076,
Средства защиты,134-0111-01,Зонд MSA AUER ручной насосный с заряд.устройством,
Средства защиты,132-0134-01,Вкладыши противошумные UVEX ВАН ФИТ 2112,2076.8
Средства защиты,133-0326-01,Маска полная SCOTT Sari SIL Triplex,15946.52
Средства защиты,131-0449-01,Лента 3M СОЛУС 1000S-EU для очков,411.23
Средства защиты,131-0446-01,Обтюратор 3M СОЛУС 1000G-EU для очков,411.23
Средства защиты,133-0255-01,Патрон 3M P3R 6038,528.05
Средства защиты,130-0110-01,Каска HB МАГНУМ 90009,5563.7
Средства защиты,134-0117-01,Самоспасатель DRAEGER PARAT 3100 АРТ. R57981,
Средства защиты,134-0119-01,Самоспасатель DRAEGER PARAT 5520 АРТ. 59425,
Средства защиты,134-0115-01,Система DRAEGER X-ZONE газового контроля АРТ. 8324811,
Средства защиты,137-0095-01,Дозатор DEB STOKO ГРИТТИ ФОАМ,6296.48
Средства защиты,137-0098-01,Дозатор DEB STOKO ПРОЛАЙН для пены Рифреш Клиар Фоам,1779.44
Средства защиты,137-0097-01,Паста DEB STOKO СОЛОПОЛ ГРИТТИ ФОАМ,2559.42
Средства защиты,137-0096-01,Средство DEB STOKO в виде пены Рифреш Клиар Фоам,482.03
Средства защиты,131-0456-01,Очки закрытые РОСОМЗ СУПЕР ПАНОРАМА защитные ЗН11,280.84
Средства защиты,133-0328-01,Патрон 3M А1 6051I,568.17
Средства защиты,133-0329-01,Патрон 3M A2 6055I,663.75
Средства защиты,133-0330-01,Фильтр А2В2Е2К2СОSXP3D к ППФ,2611.93
Средства защиты,131-0457-01,Щиток РОСОМЗ КБТ ВИЗИОН ЭНЕРГО 04197,2639.66
Средства защиты,133-0315-01,Ремень оголовья 3M,1073.21
Средства защиты,137-0105-01,Набор Safe and Care Сварщик Зима № 4,
Средства защиты,137-0104-01,Набор Safe and Care Зима № 2,
Средства защиты,138-0146-02,Линия анкерная ARX Z-3 вертикальная,2105.71
Средства защиты,138-0146-03,Линия анкерная ARX Z-3 вертикальная,2846.75
Средства защиты,138-0146-04,Линия анкерная ARX Z-3 вертикальная,3836.77
Средства защиты,138-0146-05,Линия анкерная ARX Z-3 вертикальная,4951.87
Средства защиты,138-0133-02,Петля крепежная ARX PK-3,236
Средства защиты,138-0133-03,Петля крепежная ARX PK-3,273.17
Средства защиты,138-0133-04,Петля крепежная ARX PK-3,420.08
Средства защиты,138-0133-05,Петля крепежная ARX PK-3,420.08
Средства защиты,138-0133-06,Петля крепежная ARX PK-3,469.64
Средства защиты,138-0133-07,Петля крепежная ARX PK-3,564.04
Средства защиты,138-0338-01,Привязь страховочная 3M DBI-SALA M KB11101391 Exofit Atex,24733.39
Средства защиты,138-0340-01,Привязь страховочная 3M DBI-SALA S 1112901 Delta 3,12326.28
Средства защиты,130-0115-01,Система подсветки JSP VISILITE для касок Эво 2/3,2121.64
Средства защиты,130-0114-01,Система подсветки JSP VISILITE для касок Эволайт,2121.64
Средства защиты,131-0483-01,Щиток 3M 10V со светофильтром 101101P,11682
Средства защиты,131-0482-01,"Щиток 3M SPEEDGLAS 9100V 501805Р лин.3,5,8,9-13DIN",42120.1
Средства защиты,137-0111-01,Дозатор Safe and Care наливной,751.07
Средства защиты,137-0108-01,Крем Safe and Care ПАНТЕВИТ ПЛЮС восст. с вит.для кожи рук и лица,96.76
Средства защиты,137-0110-01,Паста Safe and Care ОПТИМАЛ д/очистки рук от уст.загряз.,132.75
Средства защиты,132-0066-01,Вкладыши противошумные 3M КЛАССИК PP-01-002,8.26
Средства защиты,138-0366-01,Линия Safe-Tec SLP1100R анкерная гибкая,7351.4
Средства защиты,138-0368-01,Линия Safe-Tec SLP110R анкерная гибкая,1752.3
Средства защиты,138-0398-01,Линия Safe-Tec SLP112R анкерная гибкая,2088.6
Средства защиты,138-0399-01,Линия Safe-Tec SLP1150R анкерная гибкая,10490.2
Средства защиты,138-0376-01,Линия Safe-Tec SLP115R анкерная гибкая,2489.8
Средства защиты,138-0377-01,Линия Safe-Tec SLP1200R анкерная гибкая,13652.6
Средства защиты,138-0379-01,Линия Safe-Tec SLP120R анкерная гибкая,3091.6
Средства защиты,138-0384-01,Линия Safe-Tec SLP150R анкерная гибкая,5251
Средства защиты,138-0364-01,Привязь Safe-Tec страховочная CANYON STR110,12850.2
Средства защиты,138-0361-01,Привязь Safe-Tec страховочная ST1 STR001,1787.7
Средства защиты,138-0362-01,Привязь Safe-Tec страховочная ST2 STR101,3587.2
Средства защиты,138-0363-01,Привязь Safe-Tec страховочная ST3 STR003,2047.3
Средства защиты,138-0396-01,Привязь Safe-Tec страховочная ST4 STR004,2690.4
Средства защиты,138-0395-01,Привязь Safe-Tec страховочная ST5 STR103,3687.5
Средства защиты,138-0397-01,Привязь Safe-Tec страховочная ST5N STR103N,14502.2
Средства защиты,138-0392-01,Строп Safe-Tec ABF701R ленточный с амортизатором,3097.5
Средства защиты,138-0393-01,Строп Safe-Tec ABF702R ленточный с амортизатором,3587.2
Средства защиты,138-0389-01,Строп Safe-Tec ABF712R ленточный двойной с амортизатором,5192
Средства защиты,138-0373-01,Строп Safe-Tec ABS001R капроновый с амортизатором,1952.9
Средства защиты,138-0374-01,Строп Safe-Tec ABS002R капроновый с амортизатором,2489.8
Средства защиты,138-0375-01,Строп Safe-Tec ABS102R капроновый с амортизатором,2790.7
Средства защиты,138-0371-01,Строп Safe-Tec ABS212R капроновый двойной с амортизатором,3351.2
Средства защиты,138-0394-01,Строп Safe-Tec ABS702R ленточный с амортизатором,2690.4
Средства защиты,138-0391-01,Строп Safe-Tec ABS712R ленточный двойной с амортизатором,3351.2
Средства защиты,138-0370-01,Строп Safe-Tec LAS102R капроновый,1752.3
Средства защиты,138-0387-01,Строп Safe-Tec LFS501R ленточный,2348.2
Средства защиты,138-0400-01,Строп Safe-Tec LFS502R ленточный,2790.7
Средства защиты,133-0337-01,Полумаска фильтрующая SPIROTEK VS 4300V,437.19
Средства защиты,139-0040-01,Покрытие противоскользящее 3M 1500 7100116727 без основания,72711.01
Средства защиты,139-0041-01,Покрытие противоскользящее 3M 5270E 7100116723 с основанием,123361.92
Средства защиты,130-0107-05,Каскетка SCOTT ФЕРСТ БЕЙС 3,1300.36
Средства защиты,139-0033-01,Покрытие противоусталостное 3M 5270E 7100116703 с основанием,33042.95
Средства защиты,131-0337-01,Очки UVEX УЛЬТРАСОНИК 9302.045,2588.92
Средства защиты,137-0112-01,Аэрозоль Safe and Care РЕФТАМИД МАКСИМУМ (30% ДЭТА) д/защ.от насек.и клещ,171.1
Средства защиты,130-0109-02,Каскетка JSP ХАРДКАП АЭРОЛАЙТ,1581.2
Средства защиты,130-0109-03,Каскетка JSP ХАРДКАП АЭРОЛАЙТ козырек 3см,1581.2
Средства защиты,130-0109-07,Каскетка JSP ХАРДКАП АЭРОЛАЙТ,1581.2
Средства защиты,130-0120-03,Каска К5-1 ЮПИТЕР с храповиком,365.21
Средства защиты,130-0109-05,Каскетка JSP ХАРДКАП АЭРОЛАЙТ,1581.2
Средства защиты,130-0109-04,Каскетка JSP ХАРДКАП АЭРОЛАЙТ,1581.2
Средства защиты,133-0367-01,Комплект газодымозащитный ГДЗК-У,3138.8
Средства защиты,138-0654-01,Устройство HONEYWELL ДЮРАСИЛ блокирующее 1034139-E,
Средства защиты,138-0651-01,Строп HONEYWELL 1032374,
Средства защиты,138-0655-01,Устройство HONEYWELL МАЙТЭВАК блокирующее 1005149-A,
Средства защиты,138-0656-01,Устройство HONEYWELL ТУРБОЛАЙТ ЭДЖ блокирующее 1033466,
Средства защиты,138-0652-01,Устройство HONEYWELL блокирующее 1012392 Блэк райно,
Защита рук,136-0022-01,Перчатки КЩС тип 2,51.92
Защита рук,136-0115-01,Перчатки ANSELL ВИБРАГАРД 07-112,3886.92
Защита рук,136-0009-01,Краги G540,370.52
Защита рук,136-0076-01,Перчатки НМС,119.18
Защита рук,136-0003-02,Перчатки ANSELL ХАЙФЛЕКС,193.52
Защита рук,136-0069-01,Перчатки АЛЕУТЫ,314.47
Защита рук,136-0065-01,Перчатки хозяйственные латексные,38.35
Защита рук,136-0187-01,Перчатки ANSELL ТАЙГЕР ПАУ 76-301,186.44
Защита рук,136-0001-01,Перчатки ХАКАСЫ,405.92
Защита рук,136-0246-01,Перчатки в упаковке Вендорс одноразовые,37.76
Защита рук,136-0106-01,Перчатки ANSELL ГЛАДИАТОР 16-500,408.28
Защита рук,136-0002-01,Варежки ЭВЕНКИ,473.77
Защита рук,136-0227-01,Перчатки ANSELL ХАЙФЛЕКС 11-638,1745.81
Защита рук,136-0040-01,Перчатки ВИНТЕР СУПЕР ГРИН G143,466.69
